id_student,code_module,code_presentation
579549,BBB,2013J
579571,BBB,2013J
579619,BBB,2013J
580094,BBB,2013J
580314,BBB,2013J
580328,BBB,2013J
580346,BBB,2013J
580360,BBB,2013J
580412,BBB,2013J
580497,BBB,2013J
580592,BBB,2013J
580612,BBB,2013J
580646,BBB,2013J
580654,BBB,2013J
580684,BBB,2013J
580883,BBB,2013J
580960,BBB,2013J
581016,BBB,2013J
581139,BBB,2013J
581235,BBB,2013J
581305,BBB,2013J
581431,BBB,2013J
581492,BBB,2013J
581493,BBB,2013J
581530,BBB,2013J
581586,BBB,2013J
581625,BBB,2013J
581672,BBB,2013J
581826,BBB,2013J
581959,BBB,2013J
582084,BBB,2013J
582093,BBB,2013J
582123,BBB,2013J
582182,BBB,2013J
582184,BBB,2013J
582190,BBB,2013J
582218,BBB,2013J
582243,BBB,2013J
582301,BBB,2013J
582305,BBB,2013J
582333,BBB,2013J
582390,BBB,2013J
582394,BBB,2013J
582404,BBB,2013J
582406,BBB,2013J
582439,BBB,2013J
582469,BBB,2013J
582474,BBB,2013J
582574,BBB,2013J
582578,BBB,2013J
582636,BBB,2013J
582650,BBB,2013J
582806,BBB,2013J
582833,BBB,2013J
582878,BBB,2013J
582940,BBB,2013J
582958,BBB,2013J
582963,BBB,2013J
582975,BBB,2013J
583012,BBB,2013J
583021,BBB,2013J
583039,BBB,2013J
583065,BBB,2013J
583098,BBB,2013J
583113,BBB,2013J
583142,BBB,2013J
583170,BBB,2013J
583179,BBB,2013J
583191,BBB,2013J
583235,BBB,2013J
583240,BBB,2013J
583255,BBB,2013J
583301,BBB,2013J
583333,BBB,2013J
583367,BBB,2013J
583429,BBB,2013J
583433,BBB,2013J
583459,BBB,2013J
583473,BBB,2013J
583534,BBB,2013J
583598,BBB,2013J
583609,BBB,2013J
583708,BBB,2013J
583832,BBB,2013J
583873,BBB,2013J
583964,BBB,2013J
583967,BBB,2013J
583970,BBB,2013J
583977,BBB,2013J
584042,BBB,2013J
584178,BBB,2013J
584223,BBB,2013J
584238,BBB,2013J
584325,BBB,2013J
584342,BBB,2013J
584374,BBB,2013J
584534,BBB,2013J
584580,BBB,2013J
584588,BBB,2013J
584611,BBB,2013J
584676,BBB,2013J
584735,BBB,2013J
584762,BBB,2013J
584766,BBB,2013J
585004,BBB,2013J
585170,BBB,2013J
585200,BBB,2013J
585212,BBB,2013J
585342,BBB,2013J
585355,BBB,2013J
585406,BBB,2013J
585459,BBB,2013J
585461,BBB,2013J
585644,BBB,2013J
585652,BBB,2013J
585790,BBB,2013J
585816,BBB,2013J
585915,BBB,2013J
586072,BBB,2013J
586078,BBB,2013J
586145,BBB,2013J
586165,BBB,2013J
586346,BBB,2013J
586393,BBB,2013J
586407,BBB,2013J
586416,BBB,2013J
586440,BBB,2013J
586450,BBB,2013J
586490,BBB,2013J
586516,BBB,2013J
586535,BBB,2013J
586581,BBB,2013J
586720,BBB,2013J
586742,BBB,2013J
586836,BBB,2013J
586843,BBB,2013J
586854,BBB,2013J
586882,BBB,2013J
586890,BBB,2013J
586928,BBB,2013J
586975,BBB,2013J
586996,BBB,2013J
587051,BBB,2013J
587071,BBB,2013J
587120,BBB,2013J
587194,BBB,2013J
587219,BBB,2013J
587285,BBB,2013J
587349,BBB,2013J
587418,BBB,2013J
587423,BBB,2013J
587564,BBB,2013J
587623,BBB,2013J
587665,BBB,2013J
587722,BBB,2013J
587754,BBB,2013J
587755,BBB,2013J
587810,BBB,2013J
587824,BBB,2013J
587851,BBB,2013J
587923,BBB,2013J
587985,BBB,2013J
588191,BBB,2013J
588194,BBB,2013J
588205,BBB,2013J
588252,BBB,2013J
588265,BBB,2013J
588355,BBB,2013J
588432,BBB,2013J
588504,BBB,2013J
588642,BBB,2013J
588685,BBB,2013J
588691,BBB,2013J
588713,BBB,2013J
588883,BBB,2013J
588910,BBB,2013J
588969,BBB,2013J
589067,BBB,2013J
589123,BBB,2013J
589216,BBB,2013J
589234,BBB,2013J
589296,BBB,2013J
589302,BBB,2013J
589411,BBB,2013J
589471,BBB,2013J
589508,BBB,2013J
589509,BBB,2013J
589580,BBB,2013J
589810,BBB,2013J
589903,BBB,2013J
589950,BBB,2013J
590107,BBB,2013J
590202,BBB,2013J
590231,BBB,2013J
590244,BBB,2013J
590305,BBB,2013J
590308,BBB,2013J
590310,BBB,2013J
590325,BBB,2013J
590360,BBB,2013J
590362,BBB,2013J
590365,BBB,2013J
590502,BBB,2013J
590625,BBB,2013J
590667,BBB,2013J
590668,BBB,2013J
590713,BBB,2013J
590812,BBB,2013J
590867,BBB,2013J
590923,BBB,2013J
590931,BBB,2013J
591030,BBB,2013J
591034,BBB,2013J
591223,BBB,2013J
591257,BBB,2013J
591273,BBB,2013J
591299,BBB,2013J
591410,BBB,2013J
591420,BBB,2013J
591440,BBB,2013J
591461,BBB,2013J
591501,BBB,2013J
591518,BBB,2013J
591558,BBB,2013J
591589,BBB,2013J
591591,BBB,2013J
591608,BBB,2013J
591721,BBB,2013J
591785,BBB,2013J
591787,BBB,2013J
591820,BBB,2013J
591895,BBB,2013J
591912,BBB,2013J
591978,BBB,2013J
591986,BBB,2013J
592081,BBB,2013J
592147,BBB,2013J
592205,BBB,2013J
592256,BBB,2013J
592290,BBB,2013J
592322,BBB,2013J
592406,BBB,2013J
592441,BBB,2013J
592480,BBB,2013J
592618,BBB,2013J
592624,BBB,2013J
592683,BBB,2013J
592815,BBB,2013J
592854,BBB,2013J
592889,BBB,2013J
592900,BBB,2013J
592949,BBB,2013J
592972,BBB,2013J
593023,BBB,2013J
593081,BBB,2013J
593189,BBB,2013J
593281,BBB,2013J
593299,BBB,2013J
593385,BBB,2013J
593421,BBB,2013J
593427,BBB,2013J
593440,BBB,2013J
593443,BBB,2013J
593444,BBB,2013J
593510,BBB,2013J
593513,BBB,2013J
593514,BBB,2013J
593571,BBB,2013J
593593,BBB,2013J
593631,BBB,2013J
593685,BBB,2013J
593692,BBB,2013J
593694,BBB,2013J
593706,BBB,2013J
593707,BBB,2013J
593709,BBB,2013J
593711,BBB,2013J
593712,BBB,2013J
593727,BBB,2013J
593743,BBB,2013J
593798,BBB,2013J
593871,BBB,2013J
593875,BBB,2013J
593930,BBB,2013J
594015,BBB,2013J
594038,BBB,2013J
594043,BBB,2013J
594056,BBB,2013J
594208,BBB,2013J
594253,BBB,2013J
594456,BBB,2013J
594468,BBB,2013J
594497,BBB,2013J
594607,BBB,2013J
594677,BBB,2013J
594693,BBB,2013J
594697,BBB,2013J
594762,BBB,2013J
594774,BBB,2013J
594776,BBB,2013J
594812,BBB,2013J
595010,BBB,2013J
595047,BBB,2013J
595094,BBB,2013J
595095,BBB,2013J
595138,BBB,2013J
595232,BBB,2013J
595241,BBB,2013J
595287,BBB,2013J
595295,BBB,2013J
595298,BBB,2013J
595345,BBB,2013J
595436,BBB,2013J
595499,BBB,2013J
595570,BBB,2013J
595672,BBB,2013J
595678,BBB,2013J
595711,BBB,2013J
595791,BBB,2013J
595816,BBB,2013J
595854,BBB,2013J
595874,BBB,2013J
595877,BBB,2013J
595925,BBB,2013J
596017,BBB,2013J
596041,BBB,2013J
596095,BBB,2013J
596100,BBB,2013J
596103,BBB,2013J
596107,BBB,2013J
596112,BBB,2013J
596144,BBB,2013J
596241,BBB,2013J
596242,BBB,2013J
596275,BBB,2013J
596305,BBB,2013J
596360,BBB,2013J
596372,BBB,2013J
596390,BBB,2013J
596417,BBB,2013J
596451,BBB,2013J
596535,BBB,2013J
596641,BBB,2013J
596677,BBB,2013J
596814,BBB,2013J
596892,BBB,2013J
596897,BBB,2013J
596961,BBB,2013J
596964,BBB,2013J
596988,BBB,2013J
597033,BBB,2013J
597050,BBB,2013J
597078,BBB,2013J
597102,BBB,2013J
597109,BBB,2013J
597255,BBB,2013J
597286,BBB,2013J
597301,BBB,2013J
597321,BBB,2013J
597451,BBB,2013J
597532,BBB,2013J
597742,BBB,2013J
597866,BBB,2013J
597894,BBB,2013J
598000,BBB,2013J
598202,BBB,2013J
598230,BBB,2013J
598252,BBB,2013J
598253,BBB,2013J
598260,BBB,2013J
598315,BBB,2013J
598351,BBB,2013J
598394,BBB,2013J
598462,BBB,2013J
598503,BBB,2013J
598538,BBB,2013J
598596,BBB,2013J
598623,BBB,2013J
598709,BBB,2013J
598760,BBB,2013J
598865,BBB,2013J
598883,BBB,2013J
598901,BBB,2013J
598907,BBB,2013J
598914,BBB,2013J
598969,BBB,2013J
598986,BBB,2013J
599037,BBB,2013J
599161,BBB,2013J
599230,BBB,2013J
599292,BBB,2013J
599402,BBB,2013J
599423,BBB,2013J
599427,BBB,2013J
599432,BBB,2013J
599456,BBB,2013J
599475,BBB,2013J
599606,BBB,2013J
599639,BBB,2013J
599640,BBB,2013J
599644,BBB,2013J
599709,BBB,2013J
599739,BBB,2013J
599748,BBB,2013J
599785,BBB,2013J
599794,BBB,2013J
599836,BBB,2013J
599840,BBB,2013J
599895,BBB,2013J
600006,BBB,2013J
600211,BBB,2013J
600218,BBB,2013J
600254,BBB,2013J
600279,BBB,2013J
600370,BBB,2013J
600407,BBB,2013J
600470,BBB,2013J
600476,BBB,2013J
600490,BBB,2013J
600541,BBB,2013J
600681,BBB,2013J
600684,BBB,2013J
600749,BBB,2013J
600770,BBB,2013J
600771,BBB,2013J
600833,BBB,2013J
600844,BBB,2013J
600845,BBB,2013J
600856,BBB,2013J
600966,BBB,2013J
600967,BBB,2013J
601251,BBB,2013J
601424,BBB,2013J
601455,BBB,2013J
601491,BBB,2013J
601497,BBB,2013J
601499,BBB,2013J
601504,BBB,2013J
601505,BBB,2013J
601551,BBB,2013J
601558,BBB,2013J
601635,BBB,2013J
601706,BBB,2013J
601885,BBB,2013J
601887,BBB,2013J
601896,BBB,2013J
601951,BBB,2013J
602009,BBB,2013J
602011,BBB,2013J
602032,BBB,2013J
602066,BBB,2013J
602245,BBB,2013J
602324,BBB,2013J
602395,BBB,2013J
602458,BBB,2013J
602483,BBB,2013J
602496,BBB,2013J
602598,BBB,2013J
602631,BBB,2013J
602652,BBB,2013J
602666,BBB,2013J
602739,BBB,2013J
602826,BBB,2013J
602863,BBB,2013J
602971,BBB,2013J
603012,BBB,2013J
603035,BBB,2013J
603036,BBB,2013J
603038,BBB,2013J
603052,BBB,2013J
603113,BBB,2013J
603123,BBB,2013J
603165,BBB,2013J
603265,BBB,2013J
603270,BBB,2013J
603296,BBB,2013J
603398,BBB,2013J
603440,BBB,2013J
603471,BBB,2013J
603516,BBB,2013J
603601,BBB,2013J
603627,BBB,2013J
603661,BBB,2013J
603789,BBB,2013J
603818,BBB,2013J
603912,BBB,2013J
604079,BBB,2013J
604095,BBB,2013J
604116,BBB,2013J
604118,BBB,2013J
604147,BBB,2013J
604151,BBB,2013J
604154,BBB,2013J
604161,BBB,2013J
604187,BBB,2013J
604196,BBB,2013J
604200,BBB,2013J
604204,BBB,2013J
604292,BBB,2013J
604298,BBB,2013J
604315,BBB,2013J
604523,BBB,2013J
604543,BBB,2013J
604556,BBB,2013J
604610,BBB,2013J
604731,BBB,2013J
604752,BBB,2013J
604916,BBB,2013J
604917,BBB,2013J
604919,BBB,2013J
604921,BBB,2013J
604923,BBB,2013J
604932,BBB,2013J
604942,BBB,2013J
604951,BBB,2013J
604962,BBB,2013J
604966,BBB,2013J
604982,BBB,2013J
605009,BBB,2013J
605102,BBB,2013J
605255,BBB,2013J
605292,BBB,2013J
605309,BBB,2013J
605327,BBB,2013J
605390,BBB,2013J
605438,BBB,2013J
605494,BBB,2013J
605505,BBB,2013J
605594,BBB,2013J
605595,BBB,2013J
605679,BBB,2013J
605691,BBB,2013J
605832,BBB,2013J
605854,BBB,2013J
605882,BBB,2013J
605914,BBB,2013J
605916,BBB,2013J
605930,BBB,2013J
606063,BBB,2013J
606097,BBB,2013J
606179,BBB,2013J
606229,BBB,2013J
606333,BBB,2013J
606377,BBB,2013J
606388,BBB,2013J
606410,BBB,2013J
606412,BBB,2013J
606414,BBB,2013J
606420,BBB,2013J
606426,BBB,2013J
606450,BBB,2013J
606465,BBB,2013J
606477,BBB,2013J
606546,BBB,2013J
606562,BBB,2013J
606607,BBB,2013J
606627,BBB,2013J
606651,BBB,2013J
606685,BBB,2013J
606697,BBB,2013J
606762,BBB,2013J
606797,BBB,2013J
606972,BBB,2013J
607062,BBB,2013J
607080,BBB,2013J
607097,BBB,2013J
607300,BBB,2013J
607309,BBB,2013J
607382,BBB,2013J
607493,BBB,2013J
607517,BBB,2013J
607607,BBB,2013J
607642,BBB,2013J
607699,BBB,2013J
607725,BBB,2013J
607735,BBB,2013J
607778,BBB,2013J
607804,BBB,2013J
607808,BBB,2013J
607888,BBB,2013J
607889,BBB,2013J
607892,BBB,2013J
607909,BBB,2013J
607914,BBB,2013J
607937,BBB,2013J
608000,BBB,2013J
608041,BBB,2013J
608060,BBB,2013J
608197,BBB,2013J
608497,BBB,2013J
608578,BBB,2013J
608623,BBB,2013J
608647,BBB,2013J
608719,BBB,2013J
608738,BBB,2013J
608766,BBB,2013J
608939,BBB,2013J
608942,BBB,2013J
609010,BBB,2013J
609047,BBB,2013J
609107,BBB,2013J
609190,BBB,2013J
609193,BBB,2013J
609230,BBB,2013J
609307,BBB,2013J
609388,BBB,2013J
609422,BBB,2013J
609510,BBB,2013J
609704,BBB,2013J
609764,BBB,2013J
609804,BBB,2013J
609811,BBB,2013J
609812,BBB,2013J
609815,BBB,2013J
609817,BBB,2013J
609850,BBB,2013J
609864,BBB,2013J
609871,BBB,2013J
609873,BBB,2013J
609887,BBB,2013J
610032,BBB,2013J
610059,BBB,2013J
610118,BBB,2013J
610362,BBB,2013J
610392,BBB,2013J
610423,BBB,2013J
610428,BBB,2013J
610553,BBB,2013J
610700,BBB,2013J
610725,BBB,2013J
610731,BBB,2013J
610740,BBB,2013J
610744,BBB,2013J
610745,BBB,2013J
610748,BBB,2013J
610750,BBB,2013J
610751,BBB,2013J
610763,BBB,2013J
610770,BBB,2013J
610772,BBB,2013J
610776,BBB,2013J
610780,BBB,2013J
610804,BBB,2013J
610906,BBB,2013J
611004,BBB,2013J
611012,BBB,2013J
611046,BBB,2013J
611048,BBB,2013J
611060,BBB,2013J
611096,BBB,2013J
611182,BBB,2013J
611228,BBB,2013J
611268,BBB,2013J
611315,BBB,2013J
611345,BBB,2013J
611383,BBB,2013J
611531,BBB,2013J
611688,BBB,2013J
611690,BBB,2013J
612050,BBB,2013J
612217,BBB,2013J
612252,BBB,2013J
612255,BBB,2013J
612355,BBB,2013J
612484,BBB,2013J
612488,BBB,2013J
612517,BBB,2013J
612658,BBB,2013J
612661,BBB,2013J
612757,BBB,2013J
613051,BBB,2013J
613159,BBB,2013J
613162,BBB,2013J
613164,BBB,2013J
613171,BBB,2013J
613177,BBB,2013J
613191,BBB,2013J
613196,BBB,2013J
613199,BBB,2013J
613200,BBB,2013J
613208,BBB,2013J
613273,BBB,2013J
613293,BBB,2013J
613298,BBB,2013J
613416,BBB,2013J
613418,BBB,2013J
613735,BBB,2013J
614013,BBB,2013J
614068,BBB,2013J
614072,BBB,2013J
614148,BBB,2013J
614495,BBB,2013J
614546,BBB,2013J
614556,BBB,2013J
615127,BBB,2013J
615148,BBB,2013J
616342,BBB,2013J
616502,BBB,2013J
616735,BBB,2013J
617116,BBB,2013J
617472,BBB,2013J
619941,BBB,2013J
1170618,BBB,2013J
1340766,BBB,2013J
1399285,BBB,2013J
1405594,BBB,2013J
1411627,BBB,2013J
1413989,BBB,2013J
1421720,BBB,2013J
1440341,BBB,2013J
1467014,BBB,2013J
1521687,BBB,2013J
1541133,BBB,2013J
1588208,BBB,2013J
1627017,BBB,2013J
1726951,BBB,2013J
1731564,BBB,2013J
1759851,BBB,2013J
1778145,BBB,2013J
1781804,BBB,2013J
1797168,BBB,2013J
1866742,BBB,2013J
1886295,BBB,2013J
1889565,BBB,2013J
1903677,BBB,2013J
1910175,BBB,2013J
1934047,BBB,2013J
1935487,BBB,2013J
1939695,BBB,2013J
1941248,BBB,2013J
1946308,BBB,2013J
1963287,BBB,2013J
1988213,BBB,2013J
1990650,BBB,2013J
1998790,BBB,2013J
2001687,BBB,2013J
2002046,BBB,2013J
2006283,BBB,2013J
2009558,BBB,2013J
2022801,BBB,2013J
2023561,BBB,2013J
2029037,BBB,2013J
2034300,BBB,2013J
2044036,BBB,2013J
2056947,BBB,2013J
2061889,BBB,2013J
2062995,BBB,2013J
2072166,BBB,2013J
2075158,BBB,2013J
2078768,BBB,2013J
2083576,BBB,2013J
2111666,BBB,2013J
2115711,BBB,2013J
2132966,BBB,2013J
2140444,BBB,2013J
2147687,BBB,2013J
2147929,BBB,2013J
2153026,BBB,2013J
2160453,BBB,2013J
2164944,BBB,2013J
2174835,BBB,2013J
2187146,BBB,2013J
2192113,BBB,2013J
2210681,BBB,2013J
2211448,BBB,2013J
2211630,BBB,2013J
2214631,BBB,2013J
2226301,BBB,2013J
2227004,BBB,2013J
2229783,BBB,2013J
2239140,BBB,2013J
2242290,BBB,2013J
2262671,BBB,2013J
2266650,BBB,2013J
2271644,BBB,2013J
2271743,BBB,2013J
2273256,BBB,2013J
2276893,BBB,2013J
2280314,BBB,2013J
2282129,BBB,2013J
2284583,BBB,2013J
2291034,BBB,2013J
2294490,BBB,2013J
2296908,BBB,2013J
2299338,BBB,2013J
2313615,BBB,2013J
2318763,BBB,2013J
2320306,BBB,2013J
2334319,BBB,2013J
2338586,BBB,2013J
2346025,BBB,2013J
2349825,BBB,2013J
2356809,BBB,2013J
2363875,BBB,2013J
2382253,BBB,2013J
2383103,BBB,2013J
2390117,BBB,2013J
2396786,BBB,2013J
2415414,BBB,2013J
2416774,BBB,2013J
2420909,BBB,2013J
2425156,BBB,2013J
2444641,BBB,2013J
2451269,BBB,2013J
2452289,BBB,2013J
2453657,BBB,2013J
2455578,BBB,2013J
2459051,BBB,2013J
2460002,BBB,2013J
2464683,BBB,2013J
2465209,BBB,2013J
2468280,BBB,2013J
2468706,BBB,2013J
2473780,BBB,2013J
2476144,BBB,2013J
2481657,BBB,2013J
2487785,BBB,2013J
2488714,BBB,2013J
2496235,BBB,2013J
2509297,BBB,2013J
2512392,BBB,2013J
2514379,BBB,2013J
2518589,BBB,2013J
2522312,BBB,2013J
2528352,BBB,2013J
2532647,BBB,2013J
2539817,BBB,2013J
2539858,BBB,2013J
2540724,BBB,2013J
2544448,BBB,2013J
2545488,BBB,2013J
2550290,BBB,2013J
2553890,BBB,2013J
2557885,BBB,2013J
2564744,BBB,2013J
2567158,BBB,2013J
2573353,BBB,2013J
2573570,BBB,2013J
2575994,BBB,2013J
2578802,BBB,2013J
2579673,BBB,2013J
2579817,BBB,2013J
2584834,BBB,2013J
2587329,BBB,2013J
2587950,BBB,2013J
2591421,BBB,2013J
2607641,BBB,2013J
2617839,BBB,2013J
2619107,BBB,2013J
2620432,BBB,2013J
2625315,BBB,2013J
2625752,BBB,2013J
2631545,BBB,2013J
2632668,BBB,2013J
2638377,BBB,2013J
2638818,BBB,2013J
2648206,BBB,2013J
2650236,BBB,2013J
2656860,BBB,2013J
2657960,BBB,2013J
2662716,BBB,2013J
2664036,BBB,2013J
2680344,BBB,2013J
2680885,BBB,2013J
2690077,BBB,2013J
2691100,BBB,2013J
2691566,BBB,2013J
2693772,BBB,2013J
25629,BBB,2014B
50069,BBB,2014B
52426,BBB,2014B
59725,BBB,2014B
60416,BBB,2014B
60830,BBB,2014B
64275,BBB,2014B
72400,BBB,2014B
75118,BBB,2014B
76196,BBB,2014B
78255,BBB,2014B
80001,BBB,2014B
88340,BBB,2014B
89092,BBB,2014B
89778,BBB,2014B
90361,BBB,2014B
92274,BBB,2014B
92341,BBB,2014B
93925,BBB,2014B
97865,BBB,2014B
99799,BBB,2014B
103535,BBB,2014B
107713,BBB,2014B
108799,BBB,2014B
115452,BBB,2014B
117699,BBB,2014B
119471,BBB,2014B
123270,BBB,2014B
123462,BBB,2014B
125055,BBB,2014B
126608,BBB,2014B
126713,BBB,2014B
130013,BBB,2014B
132972,BBB,2014B
139250,BBB,2014B
148427,BBB,2014B
155631,BBB,2014B
157276,BBB,2014B
159293,BBB,2014B
165904,BBB,2014B
171751,BBB,2014B
172137,BBB,2014B
183287,BBB,2014B
186565,BBB,2014B
187601,BBB,2014B
189035,BBB,2014B
189986,BBB,2014B
190565,BBB,2014B
200506,BBB,2014B
201431,BBB,2014B
202394,BBB,2014B
206003,BBB,2014B
228481,BBB,2014B
228784,BBB,2014B
231959,BBB,2014B
232539,BBB,2014B
233095,BBB,2014B
233102,BBB,2014B
235097,BBB,2014B
235380,BBB,2014B
235428,BBB,2014B
236161,BBB,2014B
238519,BBB,2014B
242390,BBB,2014B
244064,BBB,2014B
247292,BBB,2014B
247513,BBB,2014B
250123,BBB,2014B
252652,BBB,2014B
260955,BBB,2014B
262294,BBB,2014B
263098,BBB,2014B
264106,BBB,2014B
265958,BBB,2014B
268301,BBB,2014B
270256,BBB,2014B
271346,BBB,2014B
271467,BBB,2014B
275112,BBB,2014B
282161,BBB,2014B
282713,BBB,2014B
283131,BBB,2014B
283978,BBB,2014B
284589,BBB,2014B
285567,BBB,2014B
286914,BBB,2014B
287004,BBB,2014B
288717,BBB,2014B
289108,BBB,2014B
289993,BBB,2014B
290914,BBB,2014B
291844,BBB,2014B
291848,BBB,2014B
293992,BBB,2014B
296232,BBB,2014B
297179,BBB,2014B
299027,BBB,2014B
299485,BBB,2014B
304607,BBB,2014B
305373,BBB,2014B
305824,BBB,2014B
307386,BBB,2014B
308345,BBB,2014B
311889,BBB,2014B
312275,BBB,2014B
313246,BBB,2014B
317855,BBB,2014B
318500,BBB,2014B
318876,BBB,2014B
319606,BBB,2014B
320363,BBB,2014B
321121,BBB,2014B
321346,BBB,2014B
322325,BBB,2014B
322509,BBB,2014B
324907,BBB,2014B
325080,BBB,2014B
325308,BBB,2014B
331156,BBB,2014B
331494,BBB,2014B
334023,BBB,2014B
334565,BBB,2014B
334981,BBB,2014B
336356,BBB,2014B
338168,BBB,2014B
339381,BBB,2014B
340831,BBB,2014B
341027,BBB,2014B
342017,BBB,2014B
347864,BBB,2014B
348771,BBB,2014B
349258,BBB,2014B
349401,BBB,2014B
352953,BBB,2014B
354121,BBB,2014B
354984,BBB,2014B
355147,BBB,2014B
355369,BBB,2014B
355643,BBB,2014B
356386,BBB,2014B
358956,BBB,2014B
359438,BBB,2014B
360190,BBB,2014B
363110,BBB,2014B
364712,BBB,2014B
365111,BBB,2014B
365488,BBB,2014B
366936,BBB,2014B
367535,BBB,2014B
369715,BBB,2014B
370008,BBB,2014B
372997,BBB,2014B
374515,BBB,2014B
374747,BBB,2014B
375711,BBB,2014B
375717,BBB,2014B
376868,BBB,2014B
377469,BBB,2014B
380184,BBB,2014B
380204,BBB,2014B
381533,BBB,2014B
381544,BBB,2014B
381909,BBB,2014B
381917,BBB,2014B
382877,BBB,2014B
383241,BBB,2014B
383967,BBB,2014B
384884,BBB,2014B
386374,BBB,2014B
387276,BBB,2014B
388168,BBB,2014B
389249,BBB,2014B
391153,BBB,2014B
391556,BBB,2014B
392604,BBB,2014B
392733,BBB,2014B
394010,BBB,2014B
394331,BBB,2014B
394480,BBB,2014B
394520,BBB,2014B
395374,BBB,2014B
396456,BBB,2014B
396799,BBB,2014B
397312,BBB,2014B
401441,BBB,2014B
406600,BBB,2014B
407545,BBB,2014B
408469,BBB,2014B
408581,BBB,2014B
411895,BBB,2014B
412156,BBB,2014B
415298,BBB,2014B
420663,BBB,2014B
421326,BBB,2014B
421992,BBB,2014B
424014,BBB,2014B
424659,BBB,2014B
424863,BBB,2014B
429099,BBB,2014B
429417,BBB,2014B
429777,BBB,2014B
430002,BBB,2014B
432480,BBB,2014B
435057,BBB,2014B
435282,BBB,2014B
437171,BBB,2014B
437565,BBB,2014B
439710,BBB,2014B
439925,BBB,2014B
440075,BBB,2014B
440664,BBB,2014B
442497,BBB,2014B
444561,BBB,2014B
444858,BBB,2014B
444872,BBB,2014B
445415,BBB,2014B
445494,BBB,2014B
446296,BBB,2014B
446755,BBB,2014B
447184,BBB,2014B
447265,BBB,2014B
447292,BBB,2014B
466248,BBB,2014B
466377,BBB,2014B
466856,BBB,2014B
467303,BBB,2014B
467580,BBB,2014B
468349,BBB,2014B
468529,BBB,2014B
469177,BBB,2014B
469664,BBB,2014B
470113,BBB,2014B
470331,BBB,2014B
471157,BBB,2014B
471925,BBB,2014B
473095,BBB,2014B
474607,BBB,2014B
475631,BBB,2014B
476037,BBB,2014B
477779,BBB,2014B
478242,BBB,2014B
478317,BBB,2014B
479738,BBB,2014B
480372,BBB,2014B
480924,BBB,2014B
481150,BBB,2014B
481947,BBB,2014B
483031,BBB,2014B
483411,BBB,2014B
483468,BBB,2014B
483921,BBB,2014B
484351,BBB,2014B
484446,BBB,2014B
484983,BBB,2014B
485180,BBB,2014B
485675,BBB,2014B
486994,BBB,2014B
487226,BBB,2014B
487386,BBB,2014B
487573,BBB,2014B
489198,BBB,2014B
490391,BBB,2014B
491114,BBB,2014B
492928,BBB,2014B
493559,BBB,2014B
494896,BBB,2014B
494948,BBB,2014B
495876,BBB,2014B
495958,BBB,2014B
496547,BBB,2014B
500279,BBB,2014B
500395,BBB,2014B
504393,BBB,2014B
504967,BBB,2014B
505151,BBB,2014B
505248,BBB,2014B
506622,BBB,2014B
506650,BBB,2014B
507009,BBB,2014B
507817,BBB,2014B
507983,BBB,2014B
508100,BBB,2014B
508400,BBB,2014B
508470,BBB,2014B
508940,BBB,2014B
509696,BBB,2014B
511238,BBB,2014B
511469,BBB,2014B
511506,BBB,2014B
511901,BBB,2014B
513077,BBB,2014B
514031,BBB,2014B
515648,BBB,2014B
516601,BBB,2014B
517075,BBB,2014B
518711,BBB,2014B
519078,BBB,2014B
521671,BBB,2014B
521957,BBB,2014B
522087,BBB,2014B
523021,BBB,2014B
524290,BBB,2014B
525942,BBB,2014B
526285,BBB,2014B
526948,BBB,2014B
529438,BBB,2014B
529439,BBB,2014B
529705,BBB,2014B
531290,BBB,2014B
531755,BBB,2014B
532274,BBB,2014B
532468,BBB,2014B
532617,BBB,2014B
533077,BBB,2014B
533210,BBB,2014B
534143,BBB,2014B
534163,BBB,2014B
534428,BBB,2014B
535077,BBB,2014B
535462,BBB,2014B
535548,BBB,2014B
536286,BBB,2014B
536629,BBB,2014B
536805,BBB,2014B
537077,BBB,2014B
537171,BBB,2014B
537605,BBB,2014B
537698,BBB,2014B
538196,BBB,2014B
539675,BBB,2014B
539894,BBB,2014B
540558,BBB,2014B
541769,BBB,2014B
542456,BBB,2014B
542547,BBB,2014B
542562,BBB,2014B
543963,BBB,2014B
544050,BBB,2014B
544430,BBB,2014B
545146,BBB,2014B
545223,BBB,2014B
545254,BBB,2014B
546202,BBB,2014B
546302,BBB,2014B
547018,BBB,2014B
547268,BBB,2014B
547556,BBB,2014B
548296,BBB,2014B
548445,BBB,2014B
548844,BBB,2014B
549087,BBB,2014B
549892,BBB,2014B
550269,BBB,2014B
551053,BBB,2014B
551252,BBB,2014B
551718,BBB,2014B
551953,BBB,2014B
552025,BBB,2014B
552656,BBB,2014B
552896,BBB,2014B
552931,BBB,2014B
553437,BBB,2014B
553808,BBB,2014B
554004,BBB,2014B
554766,BBB,2014B
554969,BBB,2014B
555603,BBB,2014B
555720,BBB,2014B
555860,BBB,2014B
555994,BBB,2014B
556012,BBB,2014B
556853,BBB,2014B
556877,BBB,2014B
557029,BBB,2014B
558084,BBB,2014B
558595,BBB,2014B
558702,BBB,2014B
559065,BBB,2014B
559090,BBB,2014B
559336,BBB,2014B
559467,BBB,2014B
559831,BBB,2014B
559861,BBB,2014B
560117,BBB,2014B
560238,BBB,2014B
560335,BBB,2014B
560536,BBB,2014B
560636,BBB,2014B
